,ARREST_DATE, TOP_CHARGE_DESCRIPTION,HOME_PSA,CRIME_PSA
11957,1/29/18,Unlawful Entry Of A Motor Vehicle,702,308
11958,1/29/18,Absconder (Custody Order),602,608
11959,1/29/18,Absconder (Custody Order),604,604
11960,1/29/18,Tampering Of Gps Device,407,407
11961,1/29/18,Absconder (Custody Order),602,706
11962,1/29/18,Absconder (Custody Order),706,504
11963,1/30/18,Simple Assault,502,502
11964,1/30/18,Simple Assault,705,707
11965,1/30/18,Simple Assault,701,601
11966,1/30/18,Simple Assault,601,601
11967,1/30/18,Simple Assault,602,601
11968,1/30/18,Simple Assault,602,602
11969,1/30/18,Unauthorized Use Of A Vehicle,Out of State,406
11970,1/30/18,Absconder (Custody Order),Out of State,102
11971,1/30/18,No Permit,Out of State,406
11972,1/31/18,Assault With A Dangerous Weapon,704,707
11973,1/31/18,Burglary Two,402,402
11974,1/31/18,Assault On A Police Officer (simple Assault),503,102
11975,1/31/18,Unauthorized Use Of A Vehicle,Out of State,District
11976,1/31/18,Absconder (Custody Order),707,603
11977,1/31/18,Custody Order (Pre-Petition),607,Court
11978,1/31/18,Absconder (Custody Order),603,Court
11979,1/31/18,Absconder (Custody Order),402,Court
11980,2/1/18,Robbery,705,703
11981,2/1/18,Robbery,705,705
11982,2/1/18,Robbery,705,705
11983,2/1/18,Simple Assault,103,103
11984,2/1/18,Simple Assault,507,507
11985,2/1/18,Possess Controlled Substance,302,302
11986,2/1/18,Metro - Fail To Pay Fare,Out of State,105
11987,2/1/18,Failure To Appear (OAG),603,102
11988,2/2/18,Aggravated Assault,705,704
11989,2/2/18,Aggravated Assault,704,704
11990,2/2/18,Aggravated Assault,701,704
11991,2/2/18,Aggravated Assault,704,704
11992,2/2/18,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,407,701
11993,2/2/18,Simple Assault,602,707
11994,2/2/18,Threat To Kidnap Or Injure A Person,604,604
11995,2/2/18,Contempt - Condition Of Release Violation,304,304
11996,2/2/18,Absconder (Custody Order),606,101
11997,2/2/18,Absconder (Custody Order),704,703
11998,2/2/18,Unlawful Entry,602,108
11999,2/3/18,Theft First Degree (Stolen Auto),705,305
12000,2/3/18,Simple Assault,602,602
12001,2/3/18,Unauthorized Use Of A Vehicle,Out of State,604
12002,2/3/18,Destruction Of Property Less Than $1000,507,107
12003,2/3/18,Absconder (Custody Order),705,705
12004,2/3/18,No Permit,Out of State,604
12005,2/4/18,Robbery,302,304
12006,2/4/18,Simple Assault,604,604
12007,2/4/18,Threats To Do Bodily Harm -misd,104,104
12008,2/4/18,Absconder (Custody Order),106,Court
12009,2/5/18,Robbery,407,404
12010,2/5/18,Aggravated Assault,704,704
12011,2/5/18,Aggravated Assault,704,704
12012,2/5/18,Simple Assault,506,506
12013,2/5/18,Absconder (Custody Order),608,608
12014,2/6/18,Robbery,708,708
12015,2/6/18,Robbery,403,403
12016,2/6/18,Robbery,106,403
12017,2/6/18,Theft Second Degree (all Other Larceny),105,105
12018,2/6/18,Possession Of A Destructive Device,705,703
12019,2/6/18,Carry Pistol Outside Home/business,405,405
12020,2/6/18,Simple Assault,705,705
12021,2/6/18,Simple Assault,406,401
12022,2/6/18,Simple Assault,108,401
12023,2/6/18,Simple Assault,407,401
12024,2/6/18,Simple Assault,106,401
12025,2/6/18,Simple Assault,604,604
12026,2/6/18,Simple Assault,105,405
12027,2/6/18,Metro - Fail To Pay Fare,606,108
12028,2/6/18,Fugitive From Justice,608,602
12029,2/6/18,Absconder (Custody Order),604,507
12030,2/6/18,Absconder (Custody Order),502,507
12031,2/6/18,Absconder (Custody Order),106,707
12032,2/6/18,Absconder (Custody Order),706,708
12033,2/6/18,Absconder (Custody Order),105,District
12034,2/6/18,Unlawful Entry,Out of State,103
12035,2/7/18,Robbery,504,504
12036,2/7/18,Simple Assault,405,405
12037,2/7/18,Affray,606,607
12038,2/7/18,Affray,706,607
12039,2/7/18,Destruction Of Property $1000 Or More,702,704
12040,2/7/18,Fugitive From Justice,504,502
12041,2/7/18,Absconder (Custody Order),306,503
12042,2/7/18,Absconder (Custody Order),703,102
12043,2/7/18,Unlawful Entry,707,603
12044,2/8/18,Theft Second Degree (all Other Larceny),602,101
12045,2/8/18,Aggravated Assault,604,403
12046,2/8/18,Assault On A Police Officer (simple Assault),706,506
12047,2/8/18,Assault On A Police Officer (simple Assault),505,503
12048,2/8/18,Carry Pistol W/o Lic (misd),506,108
12049,2/8/18,Simple Assault,605,605
12050,2/8/18,Fugitive From Justice,707,Court
12051,2/8/18,Absconder (Custody Order),607,607
12052,2/8/18,No Permit,701,607
12053,2/9/18,Robbery,701,208
12054,2/9/18,Theft Second Degree (all Other Larceny),108,707
12055,2/9/18,Sex Abuse- Misd,507,108
12056,2/9/18,Distribution Of Marijuana-misd,402,403
12057,2/9/18,Unauthorized Use Of A Vehicle,502,502
12058,2/9/18,Unauthorized Use Of A Vehicle,607,502
12059,2/9/18,Fugitive From Justice,Out of State,706
12060,2/9/18,Absconder (Custody Order),302,District
12061,2/9/18,Disorderly Conduct - Disrupting a Public Conveyance (M),304,302
12062,2/10/18,Simple Assault,608,107
12063,2/10/18,Unauthorized Use Of A Vehicle,Out of State,406
12064,2/10/18,Absconder (Custody Order),106,105
12065,2/10/18,Absconder (Custody Order),Out of State,Court
12066,2/11/18,Simple Assault,408,408
12067,2/11/18,Unlawful Entry,701,401
12068,2/12/18,Theft Second Degree (theft From Building),704,704
12069,2/12/18,Assault On A Police Officer (simple Assault),Out of State,602
12070,2/12/18,Simple Assault,405,405
12071,2/12/18,Threats To Do Bodily Harm -misd,407,402
12072,2/12/18,Unauthorized Use Of A Vehicle,505,501
12073,2/12/18,Contempt - Misdemeanor,704,704
12074,2/12/18,Failure To Appear (USAO),304,304
12075,2/12/18,Absconder (Custody Order),308,501
12076,2/12/18,Absconder (Custody Order),503,102
12077,2/12/18,Absconder (Custody Order),502,102
12078,2/12/18,Absconder (Custody Order),606,102
12079,2/12/18,No Permit,UNKNOWN,501
12080,2/13/18,Robbery,703,104
12081,2/13/18,Theft Second Degree (all Other Larceny),602,305
12082,2/13/18,Simple Assault,701,607
12083,2/13/18,Destruction Of Property Less Than $1000,506,506
12084,2/13/18,Failure To Appear (OAG),703,507
12085,2/13/18,Failure To Appear (OAG),507,108
12086,2/13/18,Custody Order (Pre-Petition),702,107
12087,2/14/18,Robbery,Out of State,404
12088,2/14/18,Robbery,Out of State,408
12089,2/14/18,Robbery,Out of State,404
12090,2/14/18,Theft Second Degree (all Other Larceny),Out of State,401
12091,2/14/18,Theft Second Degree (all Other Larceny),503,503
12092,2/14/18,Simple Assault,704,707
12093,2/14/18,Simple Assault,704,707
12094,2/14/18,Simple Assault,706,707
12095,2/14/18,Simple Assault,605,404
12096,2/14/18,Simple Assault,605,404
12097,2/14/18,Threats To Do Bodily Harm -misd,407,402
12098,2/14/18,Destruction Of Property Less Than $1000,409,409
12099,2/14/18,Failure To Appear (OAG),704,704
12100,2/15/18,Assault With A Dangerous Weapon,302,302
12101,2/15/18,Theft Second Degree (theft From Motor Vehicle),409,204
12102,2/15/18,Aggravated Assault,608,608
12103,2/15/18,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,708,108
12104,2/15/18,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,706,706
12105,2/15/18,Simple Assault,502,207
12106,2/15/18,Consumption of marijuana in public space prohibited; impairment prohibited,Out of State,102
12107,2/15/18,Unlawful Entry Of A Motor Vehicle,409,204
12108,2/15/18,Unauthorized Use Of A Vehicle,603,406
12109,2/15/18,Destruction Of Property Less Than $1000,409,204
12110,2/15/18,Absconder (Custody Order),603,Court
12111,2/15/18,Absconder (Custody Order),704,102
12112,2/15/18,Custody Order (Pre-Petition),706,102
12113,2/15/18,Absconder (Custody Order),Out of State,102
12114,2/15/18,Unlawful Entry,302,302
12115,2/16/18,Assault With A Dangerous Weapon,604,604
12116,2/16/18,Assault W/i To Commit Robbery (aggravated Assault),708,207
12117,2/16/18,Assault W/i To Commit Robbery (aggravated Assault),706,207
12118,2/16/18,Robbery,708,101
12119,2/16/18,Robbery,706,101
12120,2/16/18,Theft (theft From Motor Vehicle),407,308
12121,2/16/18,Theft (theft From Motor Vehicle),706,308
12122,2/16/18,Theft Second Degree (all Other Larceny),708,708
12123,2/16/18,Failure To Appear (OAG),604,Court
12124,2/17/18,Simple Assault,406,406
12125,2/17/18,Threat To Kidnap Or Injure A Person,507,507
12126,2/17/18,Unauthorized Use Of A Vehicle,705,705
12127,2/17/18,Failure To Appear (OAG),708,Court
12128,2/17/18,Failure To Appear (OAG),604,District
12129,2/17/18,Absconder (Custody Order),704,704
12130,2/17/18,No Permit,705,705
12131,2/17/18,Unlawful Entry,606,106
12132,2/18/18,Robbery,707,704
12133,2/18/18,Robbery,UNKNOWN,704
12134,2/18/18,Robbery,707,704
12135,2/18/18,Carjacking,UNKNOWN,704
12136,2/18/18,Simple Assault,402,402
12137,2/19/18,Carry Pistol W/o Lic -outside Home/business,708,701
12138,2/19/18,Threats To Do Bodily Harm -misd,404,404
12139,2/19/18,Unauthorized Use Of A Vehicle,405,701
12140,2/19/18,Absconder (Custody Order),103,JPC
12141,2/19/18,Absconder (Custody Order),708,703
12142,2/19/18,Custody Order (Pre-Petition),601,503
12143,2/19/18,No Permit,708,701
12144,2/19/18,Unlawful Entry,Out of State,204
12145,2/20/18,Theft Second Degree (all Other Larceny),Out of State,406
12146,2/20/18,Threat To Kidnap Or Injure A Person,502,502
12147,2/20/18,Unauthorized Use Of A Vehicle,405,407
12148,2/20/18,Unauthorized Use Of A Vehicle,405,407
12149,2/20/18,Absconder (Custody Order),404,507
12150,2/20/18,Absconder (Custody Order),601,504
12151,2/20/18,Absconder (Custody Order),409,District
12152,2/20/18,Absconder (Custody Order),603,102
12153,2/20/18,No Permit,405,407
12154,2/21/18,Armed Carjacking,706,403
12155,2/21/18,Armed Carjacking,405,403
12156,2/21/18,Armed Carjacking,706,403
12157,2/21/18,Burglary,702,207
12158,2/21/18,Simple Assault,708,707
12159,2/21/18,Simple Assault,704,707
12160,2/21/18,Affray,507,108
12161,2/21/18,Unauthorized Use Of A Vehicle,Out of State,507
12162,2/21/18,Fugitive From Justice,702,District
12163,2/21/18,Absconder (Custody Order),708,604
12164,2/21/18,Absconder (Custody Order),702,District
12165,2/21/18,Absconder (Custody Order),703,102
12166,2/21/18,No Permit,Out of State,507
12167,2/22/18,Assault With A Dangerous Weapon,402,408
12168,2/22/18,Burglary Two,308,101
12169,2/22/18,Simple Assault,702,507
12170,2/22/18,Simple Assault,703,707
12171,2/22/18,Threats To Do Bodily Harm -misd,705,707
12172,2/22/18,Threat To Kidnap Or Injure A Person,405,405
12173,2/22/18,Destruction Of Property Less Than $1000,601,607
12174,2/22/18,Tampering With Physical Evidence,605,704
12175,2/22/18,Disorderly Conduct - Disrupting a Public Conveyance (M),706,703
12176,2/23/18,Assault With A Dangerous Weapon,702,505
12177,2/23/18,Simple Assault,107,705
12178,2/23/18,Destruction Of Property Less Than $1000,Out of State,305
12179,2/23/18,Destruction Of Property Less Than $1000,604,604
12180,2/23/18,Destruction Of Property Less Than $1000,407,401
12181,2/23/18,Unlawful Entry,405,405
12182,2/24/18,Carjacking,704,704
12183,2/24/18,Carjacking,703,704
12184,2/24/18,Theft (theft From Motor Vehicle),Out of State,401
12185,2/24/18,Theft Second Degree (all Other Larceny),605,605
12186,2/24/18,Simple Assault,708,106
12187,2/24/18,Distribution Of Marijuana-misd,308,308
12188,2/24/18,Unlawful Entry Of A Motor Vehicle,708,708
12189,2/24/18,Absconder (Custody Order),Out of State,706
12190,2/25/18,Assault W/i To Commit Robbery (aggravated Assault),703,206
12191,2/25/18,Attempt To Commit Robbery,403,503
12192,2/25/18,Attempt To Commit Robbery,402,503
12193,2/25/18,Robbery,506,502
12194,2/25/18,Robbery,502,502
12195,2/25/18,Robbery,602,104
12196,2/25/18,Robbery,708,104
12197,2/25/18,Robbery,404,104
12198,2/25/18,"Obliterate, Remove, Change, Or Alter The Serial Number Of A Firearm",704,704
12199,2/25/18,Threats To Do Bodily Harm -misd,708,708
12200,2/25/18,Unlawful Entry,UNKNOWN,706
12201,2/26/18,Robbery,Out of State,403
12202,2/26/18,Assault On A Police Officer (simple Assault),604,504
12203,2/26/18,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,608,405
12204,2/26/18,Simple Assault,502,304
12205,2/26/18,Simple Assault,702,507
12206,2/26/18,Simple Assault,708,602
12207,2/26/18,Unauthorized Use Of A Vehicle,706,706
12208,2/26/18,Destruction Of Property $1000 Or More,603,507
12209,2/26/18,Destruction Of Property $1000 Or More,603,507
12210,2/26/18,Custody Order (Pre-Petition),608,603
12211,2/26/18,No Permit,706,706
12212,2/27/18,Simple Assault,604,608
12213,2/27/18,Custody Order (Pre-Petition),605,602
12214,2/27/18,Custody Order (Pre-Petition),701,Court
12215,2/28/18,Robbery,504,304
12216,2/28/18,Robbery,705,304
12217,2/28/18,Robbery,405,105
12218,2/28/18,Assault W/i To Commit Robbery (simple Assault),708,107
12219,2/28/18,Burglary One,703,701
12220,2/28/18,First Degree Child Sex Abuse (rape),UNKNOWN,608
12221,2/28/18,Carry Dangerous Weapon -gun,604,603
12222,2/28/18,Simple Assault,504,701
12223,2/28/18,Simple Assault,606,701
12224,2/28/18,Poss Of A Controlled Substance -misd,703,506
12225,2/28/18,Absconder (Custody Order),703,506
12226,3/1/18,Assault On A Police Officer (simple Assault),506,108
12227,3/1/18,Simple Assault,502,504
12228,3/1/18,Simple Assault,706,504
12229,3/1/18,Simple Assault,304,304
12230,3/1/18,Threats To Do Bodily Harm -misd,701,701
12231,3/1/18,Threats To Do Bodily Harm -misd,708,602
12232,3/1/18,Simple Assault,405,405
12233,3/1/18,Simple Assault,405,405
12234,3/1/18,Contempt - Felony,Out of State,302
12235,3/2/18,Robbery,407,304
12236,3/2/18,Robbery,404,304
12237,3/2/18,Theft Second Degree (theft From Building),608,107
12238,3/2/18,Theft Second Degree (theft From Building),602,107
12239,3/2/18,Simple Assault,405,506
12240,3/2/18,Simple Assault,703,703
12241,3/2/18,Simple Assault,UNKNOWN,608
12242,3/2/18,Custody Order (Pre-Petition),706,Court
12243,3/2/18,Absconder (Custody Order),703,District
12244,3/2/18,Unlawful Entry,304,302
12245,3/2/18,Unlawful Entry,607,703
12246,3/3/18,Simple Assault,702,104
12247,3/3/18,Destruction Of Property Less Than $1000,703,608
12248,3/3/18,Absconder (Custody Order),Out of State,601
12249,3/4/18,Shoplifting,106,106
12250,3/4/18,Carry Pistol W/o Lic -outside Home/business,705,705
12251,3/4/18,Simple Assault,702,702
12252,3/5/18,Simple Assault,707,707
12253,3/5/18,Simple Assault,103,601
12254,3/5/18,Simple Assault,704,106
12255,3/5/18,Fugitive From Justice,403,406
12256,3/5/18,Absconder (Custody Order),705,102
12257,3/6/18,Threats To Do Bodily Harm -misd,407,304
12258,3/6/18,Simple Assault,506,506
12259,3/6/18,Simple Assault,405,405
12260,3/6/18,Fugitive From Justice,403,Court
12261,3/7/18,Robbery,703,103
12262,3/7/18,Robbery,703,107
12263,3/7/18,Robbery,106,108
12264,3/7/18,Robbery,703,107
12265,3/7/18,Robbery,703,104
12266,3/7/18,Simple Assault,706,707
12267,3/7/18,Fugitive From Justice,Out of State,105
12268,3/7/18,Failure To Appear (OAG),703,Court
12269,3/7/18,Absconder (Custody Order),Out of State,105
12270,3/7/18,Absconder (Custody Order),407,Court
12271,3/7/18,Absconder (Custody Order),701,Court
12272,3/7/18,Absconder (Custody Order),602,102
12273,3/7/18,Unlawful Entry,601,602
12274,3/7/18,Unlawful Entry,606,706
12275,3/7/18,Unlawful Entry,706,706
12276,3/8/18,Assault With A Dangerous Weapon,604,108
12277,3/8/18,Assault With A Dangerous Weapon,106,108
12278,3/8/18,Theft Second Degree (all Other Larceny),608,602
12279,3/8/18,Theft Second Degree (all Other Larceny),608,602
12280,3/8/18,Simple Assault,104,608
12281,3/8/18,Simple Assault,608,608
12282,3/8/18,Failure To Appear (OAG),601,Court
12283,3/8/18,Custody Order (Pre-Petition),Out of State,108
12284,3/9/18,Felony Murder,704,704
12285,3/9/18,Assault With A Dangerous Weapon,603,105
12286,3/9/18,Robbery,708,305
12287,3/9/18,Robbery,Out of State,305
12288,3/9/18,Simple Assault,407,304
12289,3/9/18,Simple Assault,407,304
12290,3/9/18,Threats To Do Bodily Harm -misd,604,304
12291,3/9/18,Receiving Stolen Property-misd,503,106
12292,3/9/18,Failure To Appear (OAG),701,Court
12293,3/10/18,Assault With A Dangerous Weapon,705,705
12294,3/10/18,Assault W/i To Commit Robbery (simple Assault),706,602
12295,3/10/18,Simple Assault,608,608
12296,3/10/18,Custody Order (Pre-Petition),UNKNOWN,604
12297,3/11/18,Robbery,603,703
12298,3/11/18,Robbery,Out of State,105
12299,3/11/18,Simple Assault,605,605
12300,3/11/18,Simple Assault,Out of State,207
12301,3/11/18,Unauthorized Use Of A Vehicle,402,204
12302,3/12/18,First Degree Sexual Abuse,602,507
12303,3/12/18,Burglary Two,304,404
12304,3/12/18,Shoplifting,505,401
12305,3/12/18,Simple Assault,604,704
12306,3/12/18,Affray,Out of State,703
12307,3/12/18,Metro - Fail To Pay Fare,604,105
12308,3/12/18,Failure To Appear (OAG),602,103
12309,3/12/18,Absconder (Custody Order),604,105
12310,3/12/18,Unlawful Entry,107,108
12311,3/12/18,Resisting Arrest,405,404
12312,3/13/18,Robbery,405,707
12313,3/13/18,Burglary Two,603,603
12314,3/13/18,Carry Pistol Outside Home/business,506,506
12315,3/13/18,Carry Pistol W/o Lic -outside Home/business,106,608
12316,3/13/18,Simple Assault,704,707
12317,3/13/18,Simple Assault,704,704
12318,3/13/18,Simple Assault,605,601
12319,3/13/18,Threat To Kidnap Or Injure A Person,604,604
12320,3/13/18,Simple Assault,105,105
12321,3/13/18,Unauthorized Use Of A Vehicle,302,407
12322,3/13/18,Unauthorized Use Of A Vehicle,Out of State,407
12323,3/13/18,Unauthorized Use Of A Vehicle,407,407
12324,3/13/18,Unauthorized Use Of A Vehicle,302,407
12325,3/13/18,Fugitive From Justice,Out of State,306
12326,3/13/18,Unlawful Entry,UNKNOWN,407
12327,3/13/18,Unlawful Entry,503,407
12328,3/14/18,Theft First Degree (Stolen Auto),507,507
12329,3/14/18,Possession Of Unregistered Ammunition,404,404
12330,3/14/18,Carry Pistol Outside Home/business,707,708
12331,3/14/18,Simple Assault,502,504
12332,3/14/18,Failure To Appear (OAG),702,102
12333,3/15/18,Robbery,205,206
12334,3/15/18,Possession Of Destructive Device,706,703
12335,3/15/18,Carry Dangerous Weapon- Misd,UNKNOWN,408
12336,3/15/18,Simple Assault,103,JPC
12337,3/15/18,Simple Assault,308,306
12338,3/15/18,Unauthorized Use Of A Vehicle,Out of State,702
12339,3/15/18,Absconder (Custody Order),602,502
12340,3/15/18,Possession Of An Open Container Of Alcohol (poca),307,408
12341,3/16/18,Simple Assault,406,405
12342,3/16/18,Failure To Appear (OAG),703,703
12343,3/16/18,Unlawful Entry,707,708
12344,3/17/18,Assault W/i To Commit Robbery (simple Assault),701,107
12345,3/17/18,Assault W/i To Commit Robbery (simple Assault),607,107
12346,3/17/18,Assault W/i To Commit Robbery (simple Assault),607,107
